PDB_file, description
1IRA_Y-scenario4_0_unrelaxed_rank_008_alphafold2_multimer_v1_model_3_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=4 rank=008 version=AF2.1 model=3 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario4_0_unrelaxed_rank_009_alphafold2_multimer_v1_model_3_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=4 rank=009 version=AF2.1 model=4 seed=1 rec=3 template=off dropout=on
1IRA_Y-scenario4_0_unrelaxed_rank_010_alphafold2_multimer_v1_model_2_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=4 rank=010 version=AF2.1 model=2 seed=1 rec=3 template=off dropout=on
1IRA_Y-scenario4_0_unrelaxed_rank_011_alphafold2_multimer_v1_model_4_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=4 rank=011 version=AF2.1 model=2 seed=3 rec=3 template=off dropout=on
1IRA_Y-scenario4_0_unrelaxed_rank_012_alphafold2_multimer_v1_model_4_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=4 rank=012 version=AF2.1 model=2 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario4_0_unrelaxed_rank_013_alphafold2_multimer_v1_model_1_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=4 rank=013 version=AF2.1 model=1 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario4_0_unrelaxed_rank_014_alphafold2_multimer_v1_model_2_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=4 rank=014 version=AF2.1 model=4 seed=3 rec=3 template=off dropout=on
1IRA_Y-scenario4_0_unrelaxed_rank_015_alphafold2_multimer_v1_model_1_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=4 rank=015 version=AF2.1 model=1 seed=3 rec=3 template=off dropout=on
1IRA_Y-scenario4_0_unrelaxed_rank_016_alphafold2_multimer_v1_model_1_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=4 rank=016 version=AF2.1 model=5 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario4_0_unrelaxed_rank_017_alphafold2_multimer_v1_model_5_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=4 rank=017 version=AF2.1 model=1 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario4_0_unrelaxed_rank_018_alphafold2_multimer_v1_model_5_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=4 rank=018 version=AF2.1 model=2 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario4_0_unrelaxed_rank_019_alphafold2_multimer_v1_model_5_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=4 rank=019 version=AF2.1 model=4 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario4_0_unrelaxed_rank_020_alphafold2_multimer_v1_model_5_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=4 rank=020 version=AF2.1 model=4 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=001 version=AF2.2 model=1 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_002_alphafold2_multimer_v2_model_5_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=002 version=AF2.2 model=3 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_003_alphafold2_multimer_v2_model_4_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=003 version=AF2.2 model=4 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_004_alphafold2_multimer_v2_model_3_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=004 version=AF2.2 model=1 seed=1 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_005_alphafold2_multimer_v2_model_5_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=005 version=AF2.2 model=1 seed=3 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_006_alphafold2_multimer_v2_model_4_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=006 version=AF2.2 model=2 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_007_alphafold2_multimer_v2_model_4_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=007 version=AF2.2 model=5 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_008_alphafold2_multimer_v2_model_3_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=008 version=AF2.2 model=4 seed=1 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_009_alphafold2_multimer_v2_model_4_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=009 version=AF2.2 model=3 seed=1 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_010_alphafold2_multimer_v2_model_5_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=010 version=AF2.2 model=3 seed=3 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_011_alphafold2_multimer_v2_model_1_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=011 version=AF2.2 model=4 seed=3 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_012_alphafold2_multimer_v2_model_1_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=012 version=AF2.2 model=2 seed=1 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_013_alphafold2_multimer_v2_model_2_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=013 version=AF2.2 model=5 seed=3 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_014_alphafold2_multimer_v2_model_2_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=014 version=AF2.2 model=1 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_015_alphafold2_multimer_v2_model_1_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=015 version=AF2.2 model=2 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_016_alphafold2_multimer_v2_model_1_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=016 version=AF2.2 model=3 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_017_alphafold2_multimer_v2_model_3_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=017 version=AF2.2 model=2 seed=3 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_018_alphafold2_multimer_v2_model_2_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=018 version=AF2.2 model=5 seed=1 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_019_alphafold2_multimer_v2_model_2_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=019 version=AF2.2 model=4 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario5_0_unrelaxed_rank_020_alphafold2_multimer_v2_model_3_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=5 rank=020 version=AF2.2 model=5 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=001 version=AF2.3 model=5 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=002 version=AF2.3 model=3 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=003 version=AF2.3 model=5 seed=3 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=004 version=AF2.3 model=1 seed=1 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=005 version=AF2.3 model=2 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_006_alphafold2_multimer_v3_model_5_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=006 version=AF2.3 model=4 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_007_alphafold2_multimer_v3_model_4_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=007 version=AF2.3 model=1 seed=0 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_008_alphafold2_multimer_v3_model_3_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=008 version=AF2.3 model=1 seed=3 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_009_alphafold2_multimer_v3_model_3_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=009 version=AF2.3 model=5 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_010_alphafold2_multimer_v3_model_5_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=010 version=AF2.3 model=3 seed=3 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_011_alphafold2_multimer_v3_model_2_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=011 version=AF2.3 model=1 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_012_alphafold2_multimer_v3_model_2_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=012 version=AF2.3 model=2 seed=1 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_013_alphafold2_multimer_v3_model_4_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=013 version=AF2.3 model=4 seed=1 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_014_alphafold2_multimer_v3_model_1_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=014 version=AF2.3 model=3 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_015_alphafold2_multimer_v3_model_2_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=015 version=AF2.3 model=4 seed=3 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_016_alphafold2_multimer_v3_model_4_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=016 version=AF2.3 model=5 seed=1 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_017_alphafold2_multimer_v3_model_5_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=017 version=AF2.3 model=3 seed=1 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_018_alphafold2_multimer_v3_model_2_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=018 version=AF2.3 model=4 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_019_alphafold2_multimer_v3_model_1_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=019 version=AF2.3 model=2 seed=3 rec=3 template=off dropout=on
1IRA_Y-scenario6_0_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=6 rank=020 version=AF2.3 model=2 seed=2 rec=3 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_001_alphafold2_multimer_v1_model_3_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=001 version=AF2.1 model=3 seed=1 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_002_alphafold2_multimer_v1_model_4_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=002 version=AF2.1 model=3 seed=3 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_003_alphafold2_multimer_v1_model_2_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=003 version=AF2.1 model=3 seed=0 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_004_alphafold2_multimer_v1_model_3_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=004 version=AF2.1 model=5 seed=3 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_005_alphafold2_multimer_v1_model_4_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=005 version=AF2.1 model=4 seed=3 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_006_alphafold2_multimer_v1_model_3_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=006 version=AF2.1 model=5 seed=1 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_007_alphafold2_multimer_v1_model_3_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=007 version=AF2.1 model=3 seed=2 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_008_alphafold2_multimer_v1_model_1_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=008 version=AF2.1 model=5 seed=0 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_009_alphafold2_multimer_v1_model_1_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=009 version=AF2.1 model=2 seed=3 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_010_alphafold2_multimer_v1_model_4_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=010 version=AF2.1 model=5 seed=2 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_011_alphafold2_multimer_v1_model_2_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=011 version=AF2.1 model=4 seed=1 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_012_alphafold2_multimer_v1_model_2_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=012 version=AF2.1 model=1 seed=3 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_013_alphafold2_multimer_v1_model_1_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=013 version=AF2.1 model=2 seed=2 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_014_alphafold2_multimer_v1_model_4_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=014 version=AF2.1 model=2 seed=0 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_015_alphafold2_multimer_v1_model_1_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=015 version=AF2.1 model=1 seed=2 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_016_alphafold2_multimer_v1_model_2_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=016 version=AF2.1 model=1 seed=1 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_017_alphafold2_multimer_v1_model_5_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=017 version=AF2.1 model=4 seed=2 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_018_alphafold2_multimer_v1_model_5_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=018 version=AF2.1 model=2 seed=1 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_019_alphafold2_multimer_v1_model_5_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=019 version=AF2.1 model=4 seed=0 rec=9 template=off dropout=on
1IRA_Y-scenario7_0_unrelaxed_rank_020_alphafold2_multimer_v1_model_5_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=7 rank=020 version=AF2.1 model=1 seed=0 rec=9 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_001_alphafold2_multimer_v1_model_3_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=001 version=AF2.1 model=3 seed=3 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_002_alphafold2_multimer_v1_model_3_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=002 version=AF2.1 model=5 seed=3 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_003_alphafold2_multimer_v1_model_5_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=003 version=AF2.1 model=3 seed=0 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_004_alphafold2_multimer_v1_model_4_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=004 version=AF2.1 model=5 seed=0 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_005_alphafold2_multimer_v1_model_3_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=005 version=AF2.1 model=3 seed=2 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_006_alphafold2_multimer_v1_model_4_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=006 version=AF2.1 model=3 seed=1 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_007_alphafold2_multimer_v1_model_1_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=007 version=AF2.1 model=1 seed=3 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_008_alphafold2_multimer_v1_model_3_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=008 version=AF2.1 model=4 seed=3 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_009_alphafold2_multimer_v1_model_2_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=009 version=AF2.1 model=2 seed=3 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_010_alphafold2_multimer_v1_model_2_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=010 version=AF2.1 model=4 seed=0 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_011_alphafold2_multimer_v1_model_2_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=011 version=AF2.1 model=5 seed=1 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_012_alphafold2_multimer_v1_model_1_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=012 version=AF2.1 model=2 seed=0 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_013_alphafold2_multimer_v1_model_2_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=013 version=AF2.1 model=2 seed=1 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_014_alphafold2_multimer_v1_model_4_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=014 version=AF2.1 model=1 seed=0 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_015_alphafold2_multimer_v1_model_4_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=015 version=AF2.1 model=5 seed=2 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_016_alphafold2_multimer_v1_model_1_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=016 version=AF2.1 model=4 seed=2 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_017_alphafold2_multimer_v1_model_1_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=017 version=AF2.1 model=4 seed=1 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_018_alphafold2_multimer_v1_model_5_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=018 version=AF2.1 model=1 seed=1 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_019_alphafold2_multimer_v1_model_5_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=019 version=AF2.1 model=2 seed=2 rec=21 template=off dropout=on
1IRA_Y-scenario8_0_unrelaxed_rank_020_alphafold2_multimer_v1_model_5_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=8 rank=020 version=AF2.1 model=1 seed=2 rec=21 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=001 version=AF2.2 model=1 seed=2 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_002_alphafold2_multimer_v2_model_4_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=002 version=AF2.2 model=1 seed=3 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_003_alphafold2_multimer_v2_model_1_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=003 version=AF2.2 model=4 seed=2 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_004_alphafold2_multimer_v2_model_5_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=004 version=AF2.2 model=3 seed=2 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_005_alphafold2_multimer_v2_model_5_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=005 version=AF2.2 model=1 seed=1 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_006_alphafold2_multimer_v2_model_4_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=006 version=AF2.2 model=3 seed=1 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_007_alphafold2_multimer_v2_model_3_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=007 version=AF2.2 model=4 seed=1 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_008_alphafold2_multimer_v2_model_3_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=008 version=AF2.2 model=3 seed=3 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_009_alphafold2_multimer_v2_model_4_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=009 version=AF2.2 model=4 seed=3 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_010_alphafold2_multimer_v2_model_5_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=010 version=AF2.2 model=5 seed=3 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_011_alphafold2_multimer_v2_model_1_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=011 version=AF2.2 model=2 seed=1 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_012_alphafold2_multimer_v2_model_3_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=012 version=AF2.2 model=5 seed=1 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_013_alphafold2_multimer_v2_model_4_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=013 version=AF2.2 model=2 seed=2 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_014_alphafold2_multimer_v2_model_2_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=014 version=AF2.2 model=3 seed=0 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_015_alphafold2_multimer_v2_model_1_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=015 version=AF2.2 model=5 seed=2 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_016_alphafold2_multimer_v2_model_3_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=016 version=AF2.2 model=2 seed=3 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_017_alphafold2_multimer_v2_model_1_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=017 version=AF2.2 model=4 seed=0 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_018_alphafold2_multimer_v2_model_2_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=018 version=AF2.2 model=1 seed=0 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_019_alphafold2_multimer_v2_model_2_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=019 version=AF2.2 model=5 seed=0 rec=9 template=off dropout=on
1IRA_Y-scenario9_0_unrelaxed_rank_020_alphafold2_multimer_v2_model_2_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=9 rank=020 version=AF2.2 model=2 seed=0 rec=9 template=off dropout=on
1IRA_Y-scenario10_0_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_003.pdb, tool=minniefold msa=il1r1_0.a3m scenario=10 rank=001 version=AF2.2 model=1 seed=2 rec=21 template=off dropout=on
1IRA_Y-scenario10_0_unrelaxed_rank_002_alphafold2_multimer_v2_model_5_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=10 rank=002 version=AF2.2 model=3 seed=0 rec=21 template=off dropout=on
1IRA_Y-scenario10_0_unrelaxed_rank_003_alphafold2_multimer_v2_model_4_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=10 rank=003 version=AF2.2 model=3 seed=1 rec=21 template=off dropout=on
1IRA_Y-scenario10_0_unrelaxed_rank_004_alphafold2_multimer_v2_model_5_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=10 rank=004 version=AF2.2 model=1 seed=1 rec=21 template=off dropout=on
1IRA_Y-scenario10_0_unrelaxed_rank_005_alphafold2_multimer_v2_model_5_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=10 rank=005 version=AF2.2 model=4 seed=0 rec=21 template=off dropout=on
1IRA_Y-scenario10_0_unrelaxed_rank_006_alphafold2_multimer_v2_model_4_seed_001.pdb, tool=minniefold msa=il1r1_0.a3m scenario=10 rank=006 version=AF2.2 model=1 seed=3 rec=21 template=off dropout=on
1IRA_Y-scenario10_0_unrelaxed_rank_007_alphafold2_multimer_v2_model_4_seed_002.pdb, tool=minniefold msa=il1r1_0.a3m scenario=10 rank=007 version=AF2.2 model=3 seed=3 rec=21 template=off dropout=on
1IRA_Y-scenario10_0_unrelaxed_rank_008_alphafold2_multimer_v2_model_1_seed_000.pdb, tool=minniefold msa=il1r1_0.a3m scenario=10 rank=008 version=AF2.2 model=4 seed=2 rec=21 template=off dropout=on
